0,-1.1897,1.0246,9.5052,-0.14391,-0.09555,0.029092,-17.592,-18.803,-23.9
0.01,-1.1204,0.9116,9.7331,-0.19483,-0.072535,0.032932,-17.745,-18.934,-23.877
0.02,-1.0909,0.74994,9.9818,-0.24483,-0.068208,0.033786,-17.802,-18.809,-23.894
0.03,-1.0718,0.68647,10.104,-0.27798,-0.083656,0.031991,-17.931,-18.637,-23.966
0.04,-1.0233,0.61762,10.125,-0.28658,-0.10454,0.030345,-17.911,-18.549,-23.983
0.05,-0.96789,0.56358,10.063,-0.27768,-0.12332,0.031521,-17.806,-18.46,-24.102
0.06,-0.96938,0.51253,9.9934,-0.2636,-0.13868,0.028157,-17.851,-18.35,-24.141
0.07,-0.99842,0.47122,9.9862,-0.25017,-0.15482,0.024209,-17.947,-18.207,-24.156
0.08,-1.0291,0.45895,9.9794,-0.23769,-0.17013,0.018986,-18.03,-18.265,-24.151
0.09,-1.074,0.44503,9.9618,-0.22773,-0.18242,0.013693,-17.93,-18.215,-24.314
0.1,-1.1105,0.43589,9.8765,-0.21704,-0.18447,0.010275,-18.092,-18.238,-24.251
0.11,-1.118,0.42572,9.7584,-0.21564,-0.17093,0.0069237,-18.041,-18.222,-24.172
0.12,-1.0941,0.3838,9.7,-0.20795,-0.14813,0.0095543,-18.154,-18.179,-24.248
0.13,-1.0105,0.34189,9.7349,-0.19682,-0.12968,0.0053876,-18.132,-18.194,-24.353
0.14,-0.93965,0.28514,9.755,-0.17521,-0.10315,0.0010432,-18.189,-18.188,-24.356
0.15,-0.93687,0.27395,9.6315,-0.16038,-0.067023,-0.0044249,-18.165,-18.344,-24.412
0.16,-0.94247,0.34123,9.6579,-0.15406,-0.033624,-0.010443,-18.163,-18.25,-24.423
0.17,-0.95462,0.46679,9.9209,-0.13957,-0.015217,-0.011575,-18.174,-18.093,-24.384
0.18,-1.011,0.56087,10.138,-0.11956,-0.02322,-0.003795,-18.089,-18.156,-24.442
0.19,-1.0576,0.59829,10.209,-0.1098,-0.056689,0.004833,-18.016,-18.091,-24.538
0.2,-1.0747,0.59768,10.085,-0.10928,-0.097041,0.013681,-18.027,-17.995,-24.53
0.21,-1.09,0.59187,9.8414,-0.12262,-0.12786,0.021421,-18.251,-18.049,-24.488
0.22,-1.0688,0.49724,9.8021,-0.12689,-0.1463,0.02966,-18.328,-17.993,-24.479
0.23,-0.95401,0.38413,9.8113,-0.11901,-0.15688,0.0338,-18.318,-17.932,-24.5
0.24,-0.85977,0.27761,9.9634,-0.11009,-0.17556,0.040771,-18.349,-17.931,-24.521
0.25,-0.83815,0.24293,10.197,-0.097138,-0.20209,0.048128,-18.301,-18.044,-24.553
0.26,-0.88822,0.35207,10.128,-0.094788,-0.22739,0.05632,-18.52,-17.837,-24.494
0.27,-0.89327,0.401,9.7934,-0.099547,-0.23012,0.064148,-18.551,-17.635,-24.464
0.28,-0.87918,0.42217,9.4741,-0.098002,-0.20193,0.061526,-18.594,-17.722,-24.514
0.29,-0.89972,0.3272,9.068,-0.10477,-0.13804,0.054495,-18.573,-17.723,-24.516
0.3,-0.91712,0.14902,9.0029,-0.10952,-0.059676,0.047302,-18.697,-17.745,-24.456
0.31,-0.86487,-0.064815,9.101,-0.10766,0.02227,0.036621,-18.711,-17.686,-24.423
0.32,-0.6862,-0.19483,9.2716,-0.11022,0.096029,0.028195,-18.737,-17.69,-24.533
0.33,-0.45448,-0.1193,9.5129,-0.11966,0.15179,0.038419,-18.782,-17.816,-24.593
0.34,-0.27201,0.0044608,9.8928,-0.13158,0.18056,0.067762,-18.706,-17.727,-24.665
0.35,-0.29339,-0.026824,10.041,-0.12631,0.19578,0.098345,-18.621,-17.679,-24.744
0.36,-0.49601,-0.083017,9.9173,-0.11592,0.21357,0.12291,-18.628,-17.572,-24.849
0.37,-0.7644,-0.10864,9.7507,-0.10435,0.23528,0.13543,-18.533,-17.595,-24.902
0.38,-0.95441,-0.18894,9.6753,-0.096068,0.25067,0.13935,-18.59,-17.518,-24.935
0.39,-0.96067,-0.049038,9.8697,-0.1032,0.24608,0.14179,-18.55,-17.697,-24.997
0.4,-0.8773,-0.0064066,9.9264,-0.12968,0.23028,0.14161,-18.536,-17.597,-25.069
0.41,-0.9172,-0.082688,9.9359,-0.16592,0.20845,0.13871,-18.453,-17.313,-25.182
0.42,-1.0879,-0.15319,10.06,-0.2014,0.17795,0.12974,-18.447,-17.393,-25.291
0.43,-1.2429,-0.20947,10.087,-0.22767,0.14448,0.11808,-18.356,-17.332,-25.307
0.44,-1.255,-0.17244,9.9499,-0.23975,0.11964,0.10433,-18.442,-17.285,-25.283
0.45,-1.2509,-0.25899,9.8934,-0.2438,0.094593,0.086266,-18.38,-17.43,-25.383
0.46,-1.2371,-0.36876,9.7486,-0.2308,0.071609,0.06949,-18.22,-17.376,-25.368
0.47,-1.2291,-0.52403,9.561,-0.20384,0.056987,0.053388,-18.327,-17.263,-25.407
0.48,-1.1849,-0.70661,9.4531,-0.16717,0.040861,0.0345,-18.336,-17.233,-25.451
0.49,-1.1539,-0.8089,9.3762,-0.12125,0.030375,0.012012,-18.316,-17.197,-25.519
0.5,-1.1184,-0.77816,9.2609,-0.075088,0.030646,-0.0044642,-18.386,-17.148,-25.569
0.51,-1.0653,-0.58904,9.2556,-0.036543,0.041783,-0.010942,-18.483,-17.182,-25.59
0.52,-1.0227,-0.29749,9.3372,-0.00947,0.05924,-0.0024256,-18.551,-17.034,-25.594
0.53,-0.99718,-0.088226,9.4588,0.010353,0.082013,0.020818,-18.457,-17.008,-25.575
0.54,-1.0428,0.041344,9.561,0.015272,0.10366,0.040756,-18.358,-17.1,-25.621
0.55,-1.1724,0.071446,9.5955,0.0049028,0.12109,0.048556,-18.328,-17.101,-25.646
0.56,-1.3067,0.012185,9.6231,-0.010898,0.13398,0.040501,-18.315,-17.086,-25.58
0.57,-1.4627,-0.059157,9.69,-0.022057,0.13441,0.012087,-18.262,-16.927,-25.626
0.58,-1.5688,-0.082119,9.8335,-0.025936,0.11602,-0.027343,-18.278,-16.92,-25.616
0.59,-1.5799,-0.071536,9.9287,-0.019134,0.086608,-0.070046,-18.198,-17.036,-25.61
0.6,-1.5108,-0.049983,9.8725,-0.0002166,0.063681,-0.10852,-18.123,-17.131,-25.623
0.61,-1.4057,-0.005898,9.7459,0.03555,0.061662,-0.13141,-18.108,-17.086,-25.657
0.62,-1.2991,0.070653,9.5804,0.077509,0.080706,-0.13188,-18.078,-17.139,-25.75
0.63,-1.172,0.11535,9.5824,0.11123,0.09681,-0.1176,-18.046,-17.233,-25.811
0.64,-1.0459,0.076312,9.8102,0.12258,0.086988,-0.099127,-18.025,-17.278,-25.806
0.65,-0.9895,0.011496,9.9895,0.11348,0.050741,-0.085553,-17.919,-17.273,-25.75
0.66,-1.0149,-0.023801,10.03,0.098523,0.0028615,-0.07692,-17.88,-17.305,-25.693
0.67,-1.0845,-0.058738,10.004,0.089662,-0.044175,-0.075187,-17.88,-17.344,-25.714
0.68,-1.1554,-0.071342,9.9262,0.092197,-0.076504,-0.079709,-17.868,-17.356,-25.655
0.69,-1.2125,-0.035207,9.816,0.099536,-0.086111,-0.08276,-17.87,-17.406,-25.62
0.7,-1.2566,0.049397,9.7785,0.10333,-0.078289,-0.083518,-17.888,-17.455,-25.561
0.71,-1.2302,0.14942,9.8275,0.093551,-0.063257,-0.078705,-17.926,-17.456,-25.505
0.72,-1.1394,0.18645,9.9086,0.069569,-0.058277,-0.069833,-17.919,-17.427,-25.533
0.73,-1.0341,0.18567,9.9657,0.042845,-0.067457,-0.056671,-17.92,-17.436,-25.56
0.74,-0.96516,0.16615,9.9262,0.019913,-0.082907,-0.038669,-17.898,-17.434,-25.563
0.75,-0.95852,0.11373,9.7867,0.0072585,-0.094541,-0.021472,-17.948,-17.462,-25.527
0.76,-0.9617,0.088221,9.6996,0.011121,-0.095711,-0.005555,-18.038,-17.463,-25.475
0.77,-0.96826,0.10067,9.6792,0.024718,-0.087736,0.0071165,-18.02,-17.476,-25.43
0.78,-1.0001,0.10007,9.7021,0.038663,-0.074048,0.016901,-18.011,-17.594,-25.428
0.79,-1.0538,0.07941,9.769,0.046735,-0.061609,0.02356,-18.071,-17.651,-25.448
0.8,-1.1453,0.088766,9.8249,0.043239,-0.056657,0.027036,-18.088,-17.558,-25.473
0.81,-1.223,0.063168,9.8333,0.028056,-0.058918,0.028164,-18.179,-17.49,-25.517
0.82,-1.2557,0.022603,9.7813,0.0092708,-0.066951,0.024889,-18.317,-17.526,-25.484
0.83,-1.2444,0.033456,9.7033,-0.0078652,-0.071785,0.021372,-18.315,-17.636,-25.363
0.84,-1.2052,0.033305,9.6092,-0.024334,-0.068401,0.018272,-18.268,-17.657,-25.302
0.85,-1.1926,-0.0011975,9.5191,-0.03212,-0.056225,0.011457,-18.354,-17.525,-25.366
0.86,-1.2093,-0.033456,9.4917,-0.026272,-0.04053,0.0045612,-18.362,-17.377,-25.39
0.87,-1.1238,-0.080683,9.5535,-0.013575,-0.034887,-0.0032536,-18.284,-17.386,-25.325
0.88,-1.0708,-0.097447,9.6298,-0.0014026,-0.044054,-0.019246,-18.239,-17.5,-25.348
0.89,-1.1827,0.0020955,9.6486,0.011,-0.059055,-0.025099,-18.261,-17.524,-25.37
0.9,-1.2292,0.05314,9.6556,0.021685,-0.074426,-0.020468,-18.329,-17.514,-25.34
0.91,-1.1696,0.010995,9.6619,0.020512,-0.093979,-0.01908,-18.336,-17.519,-25.325
0.92,-1.0919,0.026226,9.6946,0.0098112,-0.11577,-0.018908,-18.364,-17.57,-25.315
0.93,-1.0288,0.10505,9.7746,-0.0032613,-0.14006,-0.011527,-18.431,-17.667,-25.31
0.94,-0.98093,0.11938,9.8139,-0.0095516,-0.15806,-0.0024188,-18.512,-17.691,-25.228
0.95,-0.96777,0.066205,9.7916,-0.015728,-0.16533,0.0032566,-18.649,-17.671,-25.182
0.96,-0.99723,0.019519,9.7161,-0.022718,-0.14683,0.0039043,-18.739,-17.624,-25.225
0.97,-1.0344,-0.020208,9.5906,-0.024827,-0.11758,0.0022575,-18.611,-17.597,-25.282
